m,TagName,
"2015-10-01 00:00:00","javascript","21841"
"2015-10-01 00:00:00","php","13956"
"2015-10-01 00:00:00","python","12499"
"2015-10-01 00:00:00","r","3684"
"2015-10-01 00:00:00","julia","85"
"2015-10-01 00:00:00","rust","133"
"2015-10-01 00:00:00","kotlin","58"
"2015-10-01 00:00:00","swift","4314"
"2015-10-01 00:00:00","ruby","2194"
"2015-11-01 00:00:00","java","17799"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","c++","7094"
"2015-11-01 00:00:00","javascript","21297"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c#","12397"
"2015-11-01 00:00:00","dart","84"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13369"
"2015-11-01 00:00:00","julia","76"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","kotlin","81"
"2015-11-01 00:00:00","rust","138"
"2015-11-01 00:00:00","ruby","1958"
"2015-11-01 00:00:00","python","12308"
"2015-11-01 00:00:00","swift","4326"
"2015-12-01 00:00:00","java","16576"
"2015-12-01 00:00:00","c#","12156"
"2015-12-01 00:00:00","c++","6566"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21103"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3091"
"2015-12-01 00:00:00","dart","47"
"2015-12-01 00:00:00","julia","61"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","kotlin","71"
"2015-12-01 00:00:00","r","3181"
"2015-12-01 00:00:00","php","13803"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","python","11661"
"2015-12-01 00:00:00","rust","130"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16649"
"2016-01-01 00:00:00","c#","12369"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","dart","68"
"2016-01-01 00:00:00","c++","6099"
"2016-01-01 00:00:00","kotlin","88"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","javascript","22538"
"2016-01-01 00:00:00","php","14620"
"2016-01-01 00:00:00","python","12360"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","julia","75"
"2016-01-01 00:00:00","r","3537"
"2016-01-01 00:00:00","swift","4796"
"2016-01-01 00:00:00","rust","152"
"2016-02-01 00:00:00","c#","12746"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13266"
"2016-02-01 00:00:00","c++","6563"
"2016-02-01 00:00:00","java","17865"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22495"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","dart","75"
"2016-02-01 00:00:00","php","14957"
"2016-02-01 00:00:00","julia","94"
"2016-02-01 00:00:00","r","3599"
"2016-02-01 00:00:00","kotlin","127"
"2016-02-01 00:00:00","rust","147"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","swift","4764"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","c#","13621"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","java","19934"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","dart","58"
"2016-03-01 00:00:00","r","4046"
"2016-03-01 00:00:00","c","3452"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","c++","7031"
"2016-03-01 00:00:00","rust","183"
"2016-03-01 00:00:00","javascript","24116"
"2016-03-01 00:00:00","php","15174"
"2016-03-01 00:00:00","kotlin","134"
"2016-03-01 00:00:00","julia","87"
"2016-03-01 00:00:00","python","14080"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13729"
"2016-04-01 00:00:00","dart","49"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19510"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6901"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23475"
"2016-04-01 00:00:00","kotlin","102"
"2016-04-01 00:00:00","php","14503"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","julia","94"
"2016-04-01 00:00:00","rust","157"
"2016-04-01 00:00:00","python","13680"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23020"
"2016-05-01 00:00:00","c#","13507"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","kotlin","103"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17049"
"2016-05-01 00:00:00","dart","37"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14484"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","python","13116"
"2016-05-01 00:00:00","julia","101"
"2016-05-01 00:00:00","go","580"
"2016-05-01 00:00:00","rust","186"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","java","15930"
"2016-06-01 00:00:00","dart","62"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c#","13072"
"2016-06-01 00:00:00","c","2303"
"2016-06-01 00:00:00","kotlin","104"
"2016-06-01 00:00:00","rust","224"
"2016-06-01 00:00:00","c++","5724"
"2016-06-01 00:00:00","javascript","22167"
"2016-06-01 00:00:00","php","13675"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","python","12918"
"2016-06-01 00:00:00","julia","86"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","swift","4806"
"2016-07-01 00:00:00","c++","5475"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","dart","45"
"2016-07-01 00:00:00","java","14958"
"2016-07-01 00:00:00","javascript","22216"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","c#","12013"
"2016-07-01 00:00:00","c","2350"
"2016-07-01 00:00:00","julia","99"
"2016-07-01 00:00:00","php","12952"
"2016-07-01 00:00:00","kotlin","83"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","python","12847"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","rust","175"
"2016-08-01 00:00:00","python","12928"
"2016-08-01 00:00:00","java","15192"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","kotlin","87"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12726"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","dart","65"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12913"
"2016-08-01 00:00:00","javascript","22682"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","julia","91"
"2016-08-01 00:00:00","r","3787"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","rust","238"
"2016-08-01 00:00:00","swift","4912"
"2016-09-01 00:00:00","java","14696"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","c#","11111"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2512"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","dart","54"
"2016-09-01 00:00:00","php","12174"
"2016-09-01 00:00:00","javascript","20468"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","c++","5145"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","kotlin","108"
"2016-09-01 00:00:00","rust","169"
"2016-09-01 00:00:00","julia","106"
"2016-09-01 00:00:00","python","12350"
"2016-09-01 00:00:00","ruby","1927"
"2016-09-01 00:00:00","swift","4877"
"2016-10-01 00:00:00","php","12287"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11459"
"2016-10-01 00:00:00","c++","5978"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3213"
"2016-10-01 00:00:00","dart","39"
"2016-10-01 00:00:00","javascript","20451"
"2016-10-01 00:00:00","kotlin","109"
"2016-10-01 00:00:00","java","15349"
"2016-10-01 00:00:00","python","13510"
"2016-10-01 00:00:00","julia","97"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","r","3788"
"2016-10-01 00:00:00","swift","4734"
"2016-10-01 00:00:00","rust","195"
"2016-11-01 00:00:00","c","3267"
"2016-11-01 00:00:00","c#","11661"
"2016-11-01 00:00:00","javascript","20529"
"2016-11-01 00:00:00","kotlin","136"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15667"
"2016-11-01 00:00:00","dart","46"
"2016-11-01 00:00:00","c++","6092"
"2016-11-01 00:00:00","php","11972"
"2016-11-01 00:00:00","r","3563"
"2016-11-01 00:00:00","python","14190"
"2016-11-01 00:00:00","julia","94"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","rust","184"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","dart","54"
"2016-12-01 00:00:00","java","13857"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","javascript","19817"
"2016-12-01 00:00:00","kotlin","108"
"2016-12-01 00:00:00","c#","10692"
"2016-12-01 00:00:00","julia","76"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","python","13062"
"2016-12-01 00:00:00","c++","5235"
"2016-12-01 00:00:00","php","11490"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","rust","202"
"2016-12-01 00:00:00","swift","3942"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14582"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21420"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","dart","53"
"2017-01-01 00:00:00","php","12641"
"2017-01-01 00:00:00","julia","91"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","python","14297"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","r","3493"
"2017-01-01 00:00:00","kotlin","144"
"2017-01-01 00:00:00","rust","228"
"2017-01-01 00:00:00","swift","4345"
"2017-02-01 00:00:00","java","14587"
"2017-02-01 00:00:00","python","14787"
"2017-02-01 00:00:00","kotlin","121"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c#","11499"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","dart","51"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","c++","5174"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","javascript","21195"
"2017-02-01 00:00:00","php","12521"
"2017-02-01 00:00:00","julia","75"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","ruby","1628"
"2017-02-01 00:00:00","r","3682"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","rust","202"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6231"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12995"
"2017-03-01 00:00:00","java","17328"
"2017-03-01 00:00:00","dart","60"
"2017-03-01 00:00:00","perl","414"
"2017-03-01 00:00:00","javascript","23725"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","julia","96"
"2017-03-01 00:00:00","rust","217"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","kotlin","182"
"2017-03-01 00:00:00","php","14089"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","python","17140"
"2017-03-01 00:00:00","swift","4621"
"2017-04-01 00:00:00","c#","11097"
"2017-04-01 00:00:00","python","15651"
"2017-04-01 00:00:00","c++","5885"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","kotlin","147"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","dart","53"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12441"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","javascript","21254"
"2017-04-01 00:00:00","java","15942"
"2017-04-01 00:00:00","julia","79"
"2017-04-01 00:00:00","perl","371"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","swift","3924"
"2017-04-01 00:00:00","rust","187"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","dart","108"
"2017-05-01 00:00:00","r","4319"
"2017-05-01 00:00:00","java","16354"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c#","11993"
"2017-05-01 00:00:00","rust","197"
"2017-05-01 00:00:00","c","2745"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","kotlin","386"
"2017-05-01 00:00:00","python","16192"
"2017-05-01 00:00:00","javascript","22400"
"2017-05-01 00:00:00","c++","5305"
"2017-05-01 00:00:00","php","13051"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","julia","90"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4101"
"2017-06-01 00:00:00","javascript","21600"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2354"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11308"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4695"
"2017-06-01 00:00:00","python","16034"
"2017-06-01 00:00:00","java","14627"
"2017-06-01 00:00:00","r","4452"
"2017-06-01 00:00:00","dart","105"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","julia","100"
"2017-06-01 00:00:00","rust","176"
"2017-06-01 00:00:00","kotlin","556"
"2017-06-01 00:00:00","php","11779"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4207"
"2017-07-01 00:00:00","dart","105"
"2017-07-01 00:00:00","c#","11209"
"2017-07-01 00:00:00","c","2052"
"2017-07-01 00:00:00","python","16924"
"2017-07-01 00:00:00","kotlin","519"
"2017-07-01 00:00:00","java","14161"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c++","5027"
"2017-07-01 00:00:00","javascript","21625"
"2017-07-01 00:00:00","julia","90"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","php","11796"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","rust","229"
"2017-07-01 00:00:00","r","4587"
"2017-08-01 00:00:00","java","13767"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10953"
"2017-08-01 00:00:00","c","2048"
"2017-08-01 00:00:00","dart","93"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4797"
"2017-08-01 00:00:00","javascript","21365"
"2017-08-01 00:00:00","kotlin","575"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","julia","81"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","python","16470"
"2017-08-01 00:00:00","php","11667"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","rust","207"
"2017-08-01 00:00:00","swift","4190"
"2017-09-01 00:00:00","c#","9877"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c++","4479"
"2017-09-01 00:00:00","c","2102"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","java","12767"
"2017-09-01 00:00:00","dart","73"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","javascript","19004"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","julia","94"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","php","10708"
"2017-09-01 00:00:00","rust","140"
"2017-09-01 00:00:00","kotlin","496"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","python","15460"
"2017-09-01 00:00:00","swift","3781"
"2017-10-01 00:00:00","javascript","19886"
"2017-10-01 00:00:00","c","2786"
"2017-10-01 00:00:00","c#","10239"
"2017-10-01 00:00:00","kotlin","594"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","dart","91"
"2017-10-01 00:00:00","java","14025"
"2017-10-01 00:00:00","php","10845"
"2017-10-01 00:00:00","c++","5224"
"2017-10-01 00:00:00","python","16958"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","julia","104"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","rust","168"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14195"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","dart","69"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2959"
"2017-11-01 00:00:00","rust","173"
"2017-11-01 00:00:00","c#","9803"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","javascript","19424"
"2017-11-01 00:00:00","python","17002"
"2017-11-01 00:00:00","kotlin","706"
"2017-11-01 00:00:00","c++","5041"
"2017-11-01 00:00:00","php","10615"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","julia","104"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4462"
"2017-12-01 00:00:00","dart","71"
"2017-12-01 00:00:00","java","11993"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16996"
"2017-12-01 00:00:00","c#","8616"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9155"
"2017-12-01 00:00:00","julia","72"
"2017-12-01 00:00:00","kotlin","589"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","python","14951"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","r","3719"
"2017-12-01 00:00:00","rust","244"
"2018-01-01 00:00:00","java","12361"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","python","16251"
"2018-01-01 00:00:00","kotlin","653"
"2018-01-01 00:00:00","c#","9391"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c++","4761"
"2018-01-01 00:00:00","dart","63"
"2018-01-01 00:00:00","julia","94"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","javascript","18930"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","php","10139"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4200"
"2018-01-01 00:00:00","rust","201"
"2018-02-01 00:00:00","java","12050"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8590"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","dart","105"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4571"
"2018-02-01 00:00:00","javascript","17231"
"2018-02-01 00:00:00","kotlin","642"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","julia","85"
"2018-02-01 00:00:00","r","4508"
"2018-02-01 00:00:00","python","16334"
"2018-02-01 00:00:00","php","9146"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","rust","202"
"2018-02-01 00:00:00","swift","3417"
"2018-03-01 00:00:00","dart","306"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","c","2478"
"2018-03-01 00:00:00","c#","9799"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","python","17910"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","kotlin","802"
"2018-03-01 00:00:00","javascript","19168"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","java","13585"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","php","9856"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","julia","79"
"2018-03-01 00:00:00","rust","258"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","c","2198"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","java","13506"
"2018-04-01 00:00:00","c#","9256"
"2018-04-01 00:00:00","c++","4671"
"2018-04-01 00:00:00","dart","340"
"2018-04-01 00:00:00","javascript","17972"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","julia","96"
"2018-04-01 00:00:00","kotlin","777"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","php","8948"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","python","16988"
"2018-04-01 00:00:00","rust","203"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","c++","4692"
"2018-05-01 00:00:00","c#","9938"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","python","17586"
"2018-05-01 00:00:00","c","2374"
"2018-05-01 00:00:00","javascript","18086"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","java","13483"
"2018-05-01 00:00:00","julia","74"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","dart","400"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","php","9486"
"2018-05-01 00:00:00","kotlin","822"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","rust","239"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","kotlin","780"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4107"
"2018-06-01 00:00:00","java","11809"
"2018-06-01 00:00:00","c#","8797"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","dart","436"
"2018-06-01 00:00:00","r","4490"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","php","8449"
"2018-06-01 00:00:00","javascript","17197"
"2018-06-01 00:00:00","rust","213"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","julia","107"
"2018-06-01 00:00:00","python","16819"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","java","11774"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","c#","9415"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","dart","501"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17817"
"2018-07-01 00:00:00","php","8573"
"2018-07-01 00:00:00","c++","3919"
"2018-07-01 00:00:00","rust","228"
"2018-07-01 00:00:00","kotlin","891"
"2018-07-01 00:00:00","julia","64"
"2018-07-01 00:00:00","python","17938"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9531"
"2018-08-01 00:00:00","c++","3933"
"2018-08-01 00:00:00","c","1692"
"2018-08-01 00:00:00","java","11375"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","dart","529"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17925"
"2018-08-01 00:00:00","julia","151"
"2018-08-01 00:00:00","php","8545"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","kotlin","934"
"2018-08-01 00:00:00","rust","215"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","python","17824"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8413"
"2018-09-01 00:00:00","c++","3774"
"2018-09-01 00:00:00","python","16089"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","kotlin","860"
"2018-09-01 00:00:00","dart","489"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","php","7743"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","java","10830"
"2018-09-01 00:00:00","javascript","16079"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","julia","146"
"2018-09-01 00:00:00","rust","223"
"2018-09-01 00:00:00","ruby","780"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12625"
"2018-10-01 00:00:00","dart","534"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9386"
"2018-10-01 00:00:00","c","2482"
"2018-10-01 00:00:00","kotlin","1055"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","c++","4348"
"2018-10-01 00:00:00","javascript","17526"
"2018-10-01 00:00:00","php","8274"
"2018-10-01 00:00:00","rust","220"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","julia","132"
"2018-10-01 00:00:00","python","18254"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","swift","3294"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","javascript","16286"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","python","18144"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","c#","8539"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","java","11850"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","dart","483"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","julia","99"
"2018-11-01 00:00:00","r","4269"
"2018-11-01 00:00:00","kotlin","992"
"2018-11-01 00:00:00","php","7189"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","rust","233"
"2018-11-01 00:00:00","swift","2998"
"2018-12-01 00:00:00","dart","579"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","c#","7610"
"2018-12-01 00:00:00","java","10576"
"2018-12-01 00:00:00","kotlin","877"
